building_id,severe_damage
246606020591,0
241001000531,1
246509001722,0
247801000571,1
246502004311,0
240611010831,0
246704000541,0
246302000361,0
246601000941,1
243504001521,1
242008000891,1
247509000021,1
242003000541,1
246701001151,0
242306013131,1
241804000031,1
248103001982,1
242109000551,0
245402000831,0
246708002011,1
245308000471,1
243808000791,1
243406000481,1
242208000741,0
247205000781,1
246512001891,1
242307010921,0
242608000581,1
247506000451,1
248903000551,0
240103000051,1
243604000461,1
242108000211,1
240611021391,1
246306000041,0
247108000651,1
246608000271,1
245004000161,0
244309000321,1
242106001951,0
246503001261,1
248507000481,1
248808000581,0
240109000871,0
240606012431,1
246503001171,1
246508003701,1
243607003092,1
244806000871,0
246108000961,0
244107000231,0
242104000201,1
246105000841,0
247505000301,1
245808000671,0
242509000161,0
247604001321,1
248102001081,1
247606001092,0
242301001451,1
246511003482,0
241702000451,0
246204002211,0
246504003012,1
246502005771,1
247008000771,0
243301000591,0
249004000851,1
246606021621,1
246508001201,1
248107000781,0
241308000441,1
245204001821,0
246006010331,0
242402000601,1
240705000071,0
248108001201,1
241702000171,0
243003001911,1
244905000091,1
244307001501,0
244903001401,1
248408000491,1
243808000721,1
242301000912,0
240208000691,0
245002001281,1
246104000031,0
244307001821,0
242109002371,1
242307012371,0
242408000351,1
247101000791,1
246602002081,1
246502005831,0
246502000702,0
246701000671,0
242301001861,1
244106000101,0
249006001041,0
240205001501,1
240305000411,1
245806001531,1
244406000081,1
244804001921,0
248905000621,1
240805000171,0
242404000701,0
241808000351,0
243707000781,1
243609001321,1
241504000581,1
245002000281,1
246708001491,1
244708000571,1
248507000551,1
248905000131,1
246607001231,0
242208000831,1
240208000681,0
246301000481,1
246510003221,0
245908001311,0
243003002161,0
243409000381,1
242106002351,1
242301002711,1
246204002312,0
247005000271,0
246606020831,1
244202000021,1
244507000071,1
247703000381,1
243307000141,1
246512004521,0
241903000591,0
240109001381,1
243504000411,1
246602000641,0
242306013271,1
246606010821,0
243809000102,1
246208001811,1
246506001461,1
246504000871,1
247604000161,0
243601000252,1
248703000321,1
243002001521,0
245902000621,0
244403000631,1
241904000111,1
244609010071,1
248203000561,1
242707000081,1
241104000571,1
244206000491,1
246503003651,1
246508002831,0
241208000391,1
247102000161,0
246503001461,1
246306000991,0
246501004401,0
246401002341,1
244209000641,0
243401000741,0
247407000221,1
245003001581,0
243405000812,1
246906000681,1
241406001451,0
246301002281,0
246512000161,1
241008000071,0
243506000011,0
247204000241,1
244103000011,0
248901000481,1
243801000801,0
244904001511,1
241808000331,1
244304000991,0
241301001311,1
243706000701,1
245602001631,1
240407000131,1
246906000561,1
246509001411,0
248803001211,0
245602001991,0
247604000551,0
246904000931,0
244205000873,0
243208001211,0
246606022861,1
243006001061,1
248905000591,1
248301000081,1
246608002441,1
248304001431,0
243309000781,1
240607000771,0
243101000561,1
243904001151,0
242607000171,1
246904000841,0
243604000061,1
247107001022,0
240610011871,0
243005000421,0
245003001981,1
240611021651,0
245808000321,0
242407001561,1
241108000071,0
245705000881,0
248805000782,0
247001000051,0
245806003651,1
243003002931,1
240108001711,1
241208000181,1
242406001552,1
240611024161,0
246402000022,1
242307011381,0
246502003951,0
243208000761,0
245204001731,1
246903000251,0
244903000871,0
244105000991,1
249006001472,0
248408000781,1
246708000731,1
246707000161,1
241805000691,1
246404000561,1
242003000271,0
243003003791,0
248702000281,1
247601000674,0
241102000371,0
243909000521,0
244107000961,0
240107001441,1
244305000651,0
246307000921,1
245204000121,0
245209001801,1
242506000111,1
247006000971,0
243901020231,0
242301001381,1
244801000681,1
246502004182,1
246202000411,1
242805000891,1
248201000501,1
246304000141,0
240404000911,1
243301000291,0
245707000971,1
246609004041,1
248805000051,1
244902000472,1
246606012001,1
247107000611,1
246708001931,1
248302000361,0
246505002601,0
247207001061,0
241407000331,0
246001000081,1
240108030911,1
246604001181,0
242403000501,1
241608000031,1
244904001132,0
241309000212,1
240701000351,1
245203000641,0
241407000091,1
246306001751,0
248502000461,1
246508000521,1
247708000221,0
240605012101,0
248405001251,1
245903000361,1
246510001771,1
243405001351,1
248403000601,0
248301001001,0
246606012231,1
243001000682,1
246606021861,1
240109000981,1
246205000941,0
245801000061,0
240408001571,0
242203000011,1
244309000441,1
247907000101,1
249008001391,0
240508000121,1
242302001681,0
240204000661,1
244307001632,0
247904000741,1
243505000451,1
245402000471,0
246503000951,1
245201003331,1
246506000961,1
246402000511,1
246704001311,1
245704000241,0
242109001871,1
243208000202,0
248009000251,0
245203000431,0
246606011772,1
244307001692,0
248209000641,1
245909001061,1
245408000091,0
245803001811,1
247504000251,1
246507000501,0
248305000592,0
245809000361,1
241509000731,1
242205000291,1
246513001331,0
246209000181,1
240403000251,0
247804001601,1
246510002021,1
245007000031,1
246604000131,0
241006000231,0
247105000661,1
240501000441,0
244803000051,0
246301000431,1
246510003712,0
245806002591,1
246205000601,1
247605000021,0
246605001551,1
241508000631,1
245709000771,0
247901000231,0
244903001331,1
240601012551,0
240806000451,1
247409010321,1
242004000271,0
241504000401,1
240104000251,1
246608002771,1
240505001192,1
246604000701,1
244003000531,1
246509001711,0
246510005171,1
246807000602,1
246003000201,1
241404000591,1
247208000452,1
244301000031,0
245802000051,0
242105000581,1
246507000561,1
244303000351,0
246606020661,0
242408001421,1
244103000021,0
240301000492,0
242103001131,1
245408000291,0
240204000481,1
248308000871,0
247204000701,1
242406002471,1
240909000561,1
243403001491,1
246905000351,0
246903000611,0
240209000141,0
248805000461,1
247203000561,1
245208002141,0
245601000621,0
244205000831,0
242605000401,1
249001000441,0
243601000171,1
247103000491,1
248409000871,1
248801000141,1
242108004071,0
248209000381,1
245402000201,0
248905000671,1
248801000731,1
242101000511,1
244708000241,1
243709000851,0
243401000991,0
246512002491,0
248103001572,0
246511001881,0
244203000691,0
244407001061,1
242301002061,1
242301000971,0
242006000591,1
241007001241,1
240809000871,0
241202000611,0
244102000561,1
246703000661,0
246605002141,1
246607000862,1
243802000722,1
247203000521,1
246511002631,0
241902000571,0
246502005641,1
245908001061,0
246002000251,1
244109000261,0
240405000861,1
244903002012,1
246505001381,0
244007000021,0
243008000661,1
244109000781,0
243605002172,1
246302001291,0
246606011971,1
240603000841,0
244909000531,1
244908000691,1
240802000571,0
240107001131,1
246401000561,1
246606022722,0
240908000201,1
240605011021,0
241503000041,1
245008001011,1
242406001411,0
242301002411,1
242608000121,1
245803000171,0
243208000941,0
243806000181,0
248202000721,0
246204002391,0
248101001611,1
248506000351,1
244807000561,0
245901001672,1
246208000721,0
244106001791,1
243207000961,0
247306000121,0
246208001241,1
240611022641,0
244909000961,1
240201000101,1
246503003221,1
243706000221,0
244003000291,1
243606000762,1
244109000281,0
246503004961,1
240404000351,1
243909000151,1
246606000392,0
243202000542,0
246408000541,1
241303000411,0
247808000121,0
242307013641,0
243708000091,0
242307000811,0
246504005171,0
247603000741,1
248308000362,0
246906001011,0
245209002661,1
242104000351,0
245201002601,0
248906000461,1
246707000811,1
247207000831,1
243409000201,1
240403001451,0
240108030421,1
244906000241,1
245509000311,1
244909001091,1
246204001141,1
247307000881,1
246607000801,1
245704000072,0
243807000361,1
246708001871,1
243808000591,1
246002000861,0
247702000441,1
248702000271,1
243503000641,1
246308000491,0
246504004141,0
244106002601,0
245403000481,0
242108002801,0
247401000031,1
240406000851,0
244902001101,1
244503000191,0
247707000331,0
246509000731,1
241408000231,1
243204000141,1
244103000661,0
245306000271,0
244803000611,0
245901001591,1
246608000561,1
242106000831,1
242202000241,1
243204000891,0
246606010061,1
244109000801,0
247103000201,1
242807000081,0
240807000741,1
246502004301,1
246502003651,1
240601013162,0
246510003731,0
242002000271,0
245409000421,0
246301000261,0
245209002421,1
241705000811,0
242904000231,1
246407000391,1
245107000141,0
243607003561,1
242301003161,1
242806000251,0
243809001151,1
246506001331,1
243208000871,1
243003002341,1
245403000141,0
245904000361,1
248206000051,1
245807000611,1
244603010201,0
245801000141,1
246508004121,1
244705000041,1
246511004351,0
242307011561,0
246503005371,0
243509001301,1
246203001101,1
244608010281,1
248203000161,0
242206000131,1
248309001201,0
243404000731,0
240108002101,1
246606011801,1
244006010191,0
247103000011,1
242405000601,0
241303000601,0
243707000341,1
246905000011,0
245704000741,0
245006001141,0
240610030641,0
246608002051,1
243808000182,1
246705000691,1
242008000772,1
243404000651,1
240107000421,1
246501000561,1
243403001021,1
243002000281,1
245803000091,1
244108000291,1
248006000101,1
246606012151,1
244303000631,0
248401000501,0
242105001221,0
240603001791,0
245204001881,1
246506001111,1
241706000361,0
245605000221,1
244205000791,0
243908000221,1
241808000421,1
245807000481,1
240602001182,1
242904000121,1
247304000491,0
245901000911,0
247504000291,0
246609004091,0
247803000081,1
242608000111,1
241304000271,1
241603000431,1
240403000271,1
242408000061,1
244609010331,0
247202001731,0
240611021872,0
248407000041,0
243101000361,0
245109000231,1
244301000541,0
245006000111,1
244407000461,1
248101001291,0
243705000991,0
246508002612,1
246603000231,0
246606011141,1
246301000751,0
245406000051,0
248308001851,1
244901002131,1
246207001071,1
243302000671,1
240808000411,0
246506000201,0
245201003171,1
246505001971,0
249008000682,0
247103000401,1
240610012351,0
245909001621,0
246505002141,0
248501000191,1
245205002021,1
246207001051,1
247609000511,0
244801000471,0
242306012781,0
240602001221,0
243603001471,1
243604001171,1
248506000251,1
246403000351,1
240610012731,0
246308000351,1
243509000441,1
246511004821,0
246607001121,0
246702000611,1
240505000153,1
245504000571,1
248401000101,1
247409010711,1
242307012181,1
246807000241,1
243809000741,1
247904000771,1
245004000411,1
245107000731,1
245909000221,1
240305000121,0
245402000102,0
245904001721,1
245603001321,0
242208000041,1
246504001053,0
248101001353,0
242303032141,0
240408000711,0
247907000401,1
248907002161,1
248107000132,1
246907000121,0
246001000331,1
245601000521,0
240605010501,0
246511000031,0
240606012401,1
245908000111,0
248608000051,0
243605001671,1
246306000011,0
246605001771,0
247405000431,0
246503004751,0
246205000131,0
240604010381,0
248303000031,0
240309000091,0
248502000431,1
248901000291,1
248407000412,0
245609000531,1
243808000701,1
243907000061,0
242104000501,1
243303000681,0
248108000321,1
241706000591,0
241302000562,0
245006000371,1
240605020411,0
243208000271,1
243603000501,1
240802000251,1
242908000251,1
247604000641,0
245507000781,1
241301001091,1
245002000321,0
247304000171,0
246606021541,1
249008000571,0
248608000041,0
244705000421,0
248905000361,1
248801000361,1
245103000351,0
246606011181,1
243005000101,1
240107001381,1
245004001321,1
242406001261,1
247409010261,0
248209000421,1
245009000541,0
247308000401,0
243401000631,0
244705000031,1
246602000111,0
246608000711,1
248601000221,0
249005000281,1
240605012561,0
245205001141,1
248108000111,1
246405001661,1
246511002941,0
242108005251,0
244406000031,1
240603000181,1
245405001181,0
246508000191,0
246201000531,1
245005001321,0
248201000511,1
240906002111,0
247902000471,1
246606020232,1
246511002731,0
248902000641,1
243207000491,1
242206000511,1
245204002051,0
246808000231,1
247301000411,0
246513001941,0
244907000121,0
243303000171,1
246601002381,1
243606000201,1
245801000051,0
240303001221,1
240202000031,0
246605000171,0
242001000221,1
246501000021,0
246806000671,0
242506000021,0
246408001371,0
242808000222,0
241007000611,0
241906000361,0
245204000771,0
248203001391,0
240408000771,0
243606000431,1
243707000201,1
240603003561,0
244305000262,1
245909001571,1
247201000391,1
246206000081,0
243807000391,0
241201000921,1
240611020791,0
248502000271,1
243502000481,1
248301000671,0
244004020631,1
246305000931,0
247708000151,1
246802000131,0
246401000831,0
241502000331,1
242409000621,1
240404000161,0
245904000531,0
245203001211,1
244609010121,0
246301000721,0
247204000781,1
243608000612,1
243609000911,1
241901000161,0
240607001411,1
240104000031,1
243204000971,0
243601000422,0
243409000261,1
249009000581,1
242207000432,0
245602002331,1
243405001321,1
240403000402,1
248408001071,0
242504000171,1
240611024371,1
246513000832,0
248905001331,1
243706000451,0
243201000011,1
242707000181,1
244902002231,1
246102000251,0
242806000621,1
243008000491,1
247105001421,1
240404000241,0
243408000501,0
245201002411,1
241701000231,1
246409000531,1
241303000631,0
249008000702,0
245807000271,0
241007001271,0
246607001071,1
243408000331,0
241905000241,0
243604000871,1
246706000441,1
240611023881,0
240402001471,1
241307000731,1
245007000321,1
242005001002,0
242106001371,1
245703000561,0
248201000372,1
249006001171,0
243904001251,0
242309001941,0
242301001361,0
242104000851,1
245705000301,0
244307002631,0
246511005161,0
245907000641,1
245202001651,1
240611021091,0
241009000031,1
245203002062,0
245908002131,1
247109000901,0
243606001121,1
246405001621,1
240803001351,1
244908000191,1
246507001081,1
248205000061,1
240604012191,0
246606021991,1
240906000241,1
248102000721,0
243401001371,1
244206000771,0
241103000221,0
243208000221,1
246501002552,1
248808000651,1
243907000111,0
242105000551,0
240801000442,1
243607000071,1
245305000221,0
240809001061,0
247804001681,1
244804001151,1
248108000861,0
246510003531,1
246501003051,0
240905000031,1
244801000271,1
242005001151,0
240208000711,0
248905001411,1
245708000471,0
240610020321,0
244904001501,1
243403001082,1
247804000371,1
244307001011,0
243504000211,0
244506000241,0
243508000382,1
244206000161,1
241502000161,1
245203000632,1
240109002641,1
242107001601,0
246508002481,1
243709001071,0
240905000041,1
249007000061,0
242604000121,1
240611011611,0
246207000941,1
240402000251,1
241503000071,1
245908001821,0
243004000431,1
248301000631,0
246806000061,1
246506001611,1
246301001881,1
246606011601,1
246705000511,1
243706000531,1
246609002131,0
241504000621,1
246513002461,0
248703000381,0
248205000571,1
246306002191,1
246603001241,1
247306000311,0
240605012371,0
243405000911,1
244202000271,0
246606020231,0
246706000491,0
247802000521,1
248904000692,0
245904000581,1
245208000321,0
242306021481,0
248202000591,0
242003000521,1
244002000301,0
246504005131,1
240107000371,1
244304000311,0
244901000331,1
241201001231,1
243003000551,0
241108000741,1
245203000311,0
248901000191,1
248104000801,0
241405000271,1
245507000301,1
240401000361,1
241305000461,1
242406002691,0
246503004132,1
242205000401,1
242408001831,1
245702000301,1
247107001011,1
248805000832,0
243604000631,1
241207000481,1
241003000091,1
246509002642,0
245602001391,0
242307013181,0
243907000221,0
247109001501,1
242305000141,0
243403001942,1
241805000391,1
240801000541,1
240209000451,0
246708000581,1
244304001501,1
248405000221,0
244802000181,0
240407001071,0
242304000112,1
244104000252,1
247205000841,1
241201000351,1
246406000681,1
241002000322,0
246407000721,1
243602000571,1
243705000831,0
247202000581,1
249001001921,0
242307012691,0
244106001521,0
242705000341,1
246511005281,0
244307000661,0
246511005741,0
244109000121,0
240611021441,0
240504000841,0
245204000481,1
240602001521,0
241405001651,1
246511003531,0
242303030791,0
247606001211,0
243509000961,0
242507000861,1
245004001291,1
244808000101,0
246501001361,1
240610020421,0
243301000541,0
248401001032,0
246902000271,0
247202001591,1
240505000481,0
246303000261,1
246105000441,1
246504020761,0
243405000931,1
246504005211,1
245901001271,1
246203000611,0
